Timestamp,Set,Serving?,Won?,Cause,Player,Rotation,Notes,Touches,Videos,,,official scores,,,,,
7:41,3,Receiving,No,handling_bump,Michelle,6,3rd touch bump not over,Avy:r1|Sofia:s1|Michelle:a0,,,,,,,,,
7:54,3,Receiving,Yes,opp_err,,6,,,,,,,,,,,
8:15,3,Serving,Yes,aced_on_them_suckas,,7,,Ish:v2|o,,,,,,,,,
8:25,3,Serving,Yes,aced_on_them_suckas,Ish,7,,Ish:v3,,,,,,,,,
8:46,3,Serving,No,attack_net,Alec,7,,Ish:v2|o|Alec:a0,,,,,,,,,
8:56,3,Receiving,Yes,opp_err,,7,,,,,,,,,,,
9:15,3,Serving,No,coverage,"Avy, Amber",1,,Sofia:v2|o,,,,,,,,,
9:29,3,Receiving,No,opp_point,Avy,1,blocked,Ish:r3|Amber:s2|Avy:a1,,,,,,,,,
9:49,3,Receiving,Yes,our_point,Alec,1,,Sofia:r3|Amber:s3|Alec:a3,,,,,,,,,
10:13,3,Serving,Yes,our_point,Jess,2,,Alec:v2|o|Jess:r3|Avy:s3|Jess:a3,,,,,,,,,
10:32,3,Serving,No,serve_err,Alec,2,,Alec:v0,,,,,,,,,
10:53,3,Receiving,No,handling_bump,Alec,2,,Alec:r0,,,,,,,,,
11:10,3,Receiving,Yes,our_point,Avy,2,,Alec:r2|Avy:s2|Amber:a1|o|Amber:r1|Avy:a3,,,,,,,,,
11:39,3,Serving,No,handling_bump,Alec,3,,Amber:v2|o|Alec:r0|Jess:s0,,,,,,,,,
11:55,3,Receiving,No,handling_bump,Alec,3,,Alec:r0,,,,,,,,,
12:15,3,Receiving,Yes,our_point,Avy,3,,Alec:r2|Jess:s2|Avy:a2|o|Alec:r1|Jess:s3|Avy:a3,,,,,,,,,
12:39,3,Serving,Yes,opp_err,Ish,4,,Avy:v2|o|Jess:r2|Michelle:s1|o|Michelle:s2|Ish:a1,,,,,,,,,
13:02,3,Serving,Yes,aced_on_them_suckas,Avy,4,,Avy:v2|o,,,,,,,,,
13:14,3,Serving,Yes,aced_on_them_suckas,Avy,4,,Avy:v3,,,,,,,,,
13:26,3,Serving,No,serve_err,Avy,4,,Avy:v0,,,,,,,,,
13:57,3,Receiving,No,attack_out,Jess,4,,Avy:r3|Michelle:s2|Ish:a2|o|Alec:r2|Michelle:s2|Jess:a2|o|Alec:r3|Michelle:s1|Ish:a2|o|Avy:r3|Michelle:s2|Jess:a0,,,,,,,,,
14:15,3,Receiving,No,handling_bump,Alec,4,,Amber:r0|Alec:s0,,,,,,,,,
14:32,3,Receiving,Yes,opp_err,,4,,Alec:r3|Michelle:s1,,,,,,,,,
15:30,3,Serving,No,opp_point,,5,,Jess:v2|o|Avy:r3|Ish:s3|Michelle:a3|o|Jess:r1|Avy:s2|Michelle:a1|o|Amber:r1|o|Avy:r3|Ish:s3|Sofia:a2|o|Avy:r2|Ish:s3|Sofia:a1|o|Ish:a1|o,,,,,,,,,
16:07,3,Receiving,Yes,our_point,Avy,5,,Amber:r1|Michelle:s2|Ish:a1|o|Sofia:r2|Avy:a1,,,,,,,,,
16:28,3,Serving,Yes,our_point,Alec,6,,Michelle:v2|o|Alec:r1|Avy:a1|o|Ish:s3|Alec:a3,,,,,,,,,
16:49,3,Serving,Yes,aced_on_them_suckas,Michelle,6,,Michelle:v2,,,,,,,,,
17:07,3,Serving,No,handling_bump,Alec,6,,Michelle:v2|o|Jess:r1|Sofia:s1|Michelle:a1|o|Alec:r0,,,,,,,,,
17:23,3,Receiving,No,handling_set,Alec,6,,Avy:r1|Alec:s1|Sofia:a0,,,,,,,,,
17:35,3,Receiving,Yes,opp_err,,6,,,,,,,,,,,
17:54,3,Serving,Yes,our_point,Alec,7,,Ish:v2|o|Michelle:r2|Alec:a2,,,,,,,,,
18:15,3,Serving,Yes,opp_err,,7,,Ish:v2|o|Michelle:r3|Alec:s3|Sofia:a2|o,,,,,,,,,
0:36,2,Serving,Yes,aced_on_them_suckas,Ish,7,,Ish:v3|o,,,,,,,,,
0:57,2,Serving,Yes,aced_on_them_suckas,Ish,7,,Ish:v2|o,,,,,,,,,
1:09,2,Serving,Yes,aced_on_them_suckas,Ish,7,,Ish:v2|o,,,,,,,,,
1:22,2,Serving,No,coverage,Amber,7,,Ish:v2|o|Michelle:r1|Alec:s1,,,,,,,,,
1:44,2,Receiving,No,coverage,"Alec, Sofia",7,,Michelle:r3|Alec:s2|Sofia:a2|o|Alec:r0,,,,,,,,,
2:05,2,Receiving,No,coverage,Michelle,7,,Michelle:r0,,,,,,,,,
2:30,2,Receiving,Yes,our_point,Alec,7,,Jess:r1|Amber:s3|Alec:a1|o|Jess:r1|o|Alec:b3,,,,,,,,,
2:53,2,Serving,Yes,aced_on_them_suckas,Sofia,1,,Sofia:v2|o,,,,,,,,,
3:16,2,Serving,Yes,opp_err,,1,,Sofia:v2|o|Ish:r2|Amber:s1|Alec:a1|o,,,,,,,,,
3:23,2,Serving,Yes,aced_on_them_suckas,Sofia,1,,Sofia:v2|o,,,,,,,,,
3:38,2,Serving,Yes,aced_on_them_suckas,Sofia,1,,Sofia:v3|o,,,,,,,,,
3:54,2,Serving,Yes,our_point,Avy,1,,Sofia:v2|o|Amber:r2|Alec:s3|Avy:a2|o,,,,,,,,,
4:16,2,Serving,Yes,aced_on_them_suckas,Sofia,1,,Sofia:v2|o,,,,,,,,,
4:33,2,Serving,No,serve_err,Sofia,1,,Sofia:v0|o,,,,,,,,,
4:44,2,Receiving,No,attack_out,Avy,1,,Ish:r3|Amber:s2|Avy:a0|o,,,,,,,,,
5:04,2,Receiving,Yes,opp_err,,1,,Michelle:r2|Amber:s2|Avy:a2|o,,,,,,,,,
5:34,2,Serving,No,handling_bump,Ish,2,,Alec:v2|o|Sofia:r3|Avy:s3|Amber:a2|o|Avy:b2|o|Ish:r0,,,,,,,,,
5:58,2,Receiving,No,coverage,Jess,2,,Sofia:r2|Jess:s0,,,,,,,,,
6:12,2,Receiving,Yes,opp_err,,2,,,,,,,,,,,
6:27,2,Serving,Yes,our_point,Avy,3,,Amber:v2|o|Avy:b3,,,,,,,,,
6:51,2,Serving,No,handling_misc,Jess,3,,Amber:v2|o|Jess:r1|Michelle:s1|Jess:a0,,,,,,,,,
7:23,2,Receiving,No,handling_bump,Alec,3,,Sofia:r2|Jess:s2|Avy:a2|o|Alec:a0,,,,,,,,,
7:43,2,Receiving,Yes,opp_err,,3,,,,,,,,,,,
7:59,2,Serving,Yes,aced_on_them_suckas,Avy,4,,Avy:v2,,,,,,,,,
8:09,2,Serving,No,serve_err,Avy,4,,Avy:v0,,,,,,,,,
8:26,2,Receiving,Yes,our_point,Ish,4,,Avy:r2|Michelle:s2|Ish:a2|o,,,,,,,,,
8:55,2,Serving,No,coverage,Avy,5,,Jess:v2|o|Ish:r3|Michelle:s1|Ish:a1|o|Amber:r1,,,,,,,,,
9:12,2,Receiving,No,coverage,Avy,5,,,,,,,,,,,
9:29,2,Receiving,Yes,opp_err,,5,,,,,,,,,,,
9:47,2,Serving,Yes,our_point,Alec,6,,Michelle:v2|o|Jess:r3|Sofia:s3|Alec:a3,,,,,,,,,
10:11,2,Serving,No,opp_point,,6,,Michelle:v2|o|Jess:r3|Sofia:s3|Alec:a0,,,,,,,,,
10:33,2,Receiving,No,coverage,Avy,6,,,,,,,,,,,
10:44,2,Receiving,Yes,opp_err,,6,,,,,,,,,,,
11:01,2,Serving,No,serve_err,Ish,7,,,,,,,,,,,
11:25,2,Receiving,No,handling_set,Jess,7,,Michelle:r3|Alec:s2|Sofia:a2|o|Michelle:r1|Jess:s0,,,,,,,,,
11:48,2,Receiving,Yes,our_point,Alec,7,,Ish:r1|Alec:a1|o,,,,,,,,,
12:09,2,Serving,Yes,our_point,Avy,1,,Sofia:v2|o|Ish:r3|Amber:s2|Avy:a2|o|Avy:b3,,,,,,,,,
12:25,2,Serving,Yes,aced_on_them_suckas,Sofia,1,,Sofia:v3|o,,,,,,,,,
12:47,2,Serving,Yes,aced_on_them_suckas,Sofia,1,,Sofia:v3|o,,,,,,,,,
12:58,2,Serving,Yes,aced_on_them_suckas,Sofia,1,,Sofia:v2|o,,,,,,,,,
13:16,2,Serving,No,handling_misc,Amber,1,,Sofia:v2|o|Amber:r2|Avy:s2|Amber:a0,,,,,,,,,
13:41,2,Receiving,No,handling_bump,Michelle,1,,Michelle:r0,,,,,,,,,
13:55,2,Receiving,No,coverage,Sofia,1,,,,,,,,,,,
14:08,2,Receiving,Yes,opp_err,,1,,,,,,,,,,,
